_doc_id,text_original,label,dominant_topic,topic_probability
DOC_8E5A1B7CB25F2356,"When you dig a ditch for someone to fall in, never should you forget that you might be the one who will fall in it some day.",NEGATIVE,5,0.47433344
DOC_69FA9CC1C06A6E81,I only noticed that people supporting this Sikulu Te sana,NEUTRAL,6,0.41353738
DOC_361BA3EC6BB1E745,Dennis Makaye Belinda Mwiinga Chibeya Beulah Kelly Nancy Nasilele Nyambe,NEUTRAL,6,0.17528394
DOC_72112E0A9339197F,Wait next year after kicked out of office you will see the real meaning of the cyber law,NEGATIVE,0,0.90727115
DOC_6237D0E07D08ABE0,"Yes something needs to happen. It should be one Zambia one nation, not few individuals making laws like it belongs to them alone.",NEGATIVE,1,0.9075113
DOC_DA360ECFD711DB5F,The misgivings may possibly arise in the application of the same law. Depending on which side of the political equation one is the law may be lenient or ruthless. Laws should rather be enacted to regulate the government and not citizens.,NEGATIVE,5,0.9354429
DOC_3927FFC1CE5EA130,Timing iyi neyakwa Judas same same. Ama Judas think alike.🤣😂,NEGATIVE,4,0.407352
DOC_B5E78FAFEB163ED6,"Note: “American citizens in or planning to visit Zambia “……

It has not said this cyber security act is for you bena Zambia",NEUTRAL,3,0.5835771
DOC_D20FC079B434B041,"Ala kanshi, the law is effective 👌 😆 🤣 😂",POSITIVE,4,0.32017726
DOC_56019C0197C820D7,"Only those who cherish insulting innocent citizens are offended by this law, sanity has come back on social media no insults so far.",POSITIVE,6,0.9225067
DOC_721EAC580FD19245,So last week I bought a bag of charcoal but I didn't have cash.asked the one who was selling  for na airtlel line he said he didn't have and promised to find one then call me so I can send..30 minutes later I received a call ati use this number to send that money..imwee didn't I insult him thinking niba scammer the guy just hung up..after a few minutes I remembered and called back then he explained ati madam ninebo yoh insoni imwee..awe deal with them mwandi.,NEUTRAL,4,0.97778875
DOC_31CA805EC58DE97D,"Personally, only law breakers are the ones who should complain about this new cyber law cause most things are ok 👍. We need sanity in this country, too many fake news propaganda. If you're a law-abiding citizen, worry not about this law. Only those who break the law will test the medicine of this law.",POSITIVE,2,0.47177187
DOC_5A369241E8B5697A,"Very true. I have come across misleading insinuations that want to paint the Head of State black. Just start clamping down on them, we need order not lawlessness.",POSITIVE,6,0.6072502
DOC_76E723B5D8E577B8,"These are the things where we are wondering what we were fighting against Pf for,we rejected this from Pf but we are supposed to welcome it because it has been done by Upnd. Anyway, mine is just a comment, I do not know all the details yet but it sounds terrible, we might even be blocked from commenting or saying anything about governance on social media, nchawa jakudichayila etu aweni",NEGATIVE,4,0.3758686
DOC_CBDA0DB8DAAE672B,Matanda Newton in fact they should ban the sale of alcohol during Elections week. Such amendment bills we want to see,NEUTRAL,0,0.5927813
DOC_10FBC5667CD57EB3,The people who proposed this law to Zambia  don't even use it In there country ifwe kuno mdwi 🤦🤦🤦busy following what we don't know and now they want to take away our freedom and you sitting beliving in what you don't know kabolala wake up they've taken your freedom of speech iwe uleshana 🤦🤦,NEGATIVE,6,0.95637167
DOC_C65F7AB77B1C6B77,"Well done Mr President, only those who abuse cyberspace must be worried. Let's have some order. You misbehave, the law visits you, simple.",POSITIVE,2,0.93614846
DOC_F494A5DB30A4C36E,The future belongs to everyone and the same laws will find everyone,NEGATIVE,1,0.5145839
DOC_9A6C085827F3D7CE,Was this LAW signed in SECRECY or what ? Because I am behind.,NEGATIVE,2,0.5225384
DOC_C6353DB1AFAFEDA2,Go well sir and thank you for your support but don't forget that the are a lot of people who were  waiting for your departure so that they can come in . It's easy come easy go safe journey,NEUTRAL,2,0.42740422
DOC_3FDAFEB849FA6E8D,"Which law is America using to intercept all spy calls, emails and other electronic communications in their country? They are warning their citizens of something they do in their country!",NEUTRAL,0,0.72770566
DOC_EACCE17249CC994F,So why didn't you first inform the citizens about this? Why was it done behind the curtains? This govt has a tendency of clarifying each and every issue,NEGATIVE,0,0.5078825
DOC_D352C505B739405A,The good part about Law is that it hunt everyone including the same person who signed it. I wonder y most people are complaining about it. As if it as exemptions.,POSITIVE,2,0.4317453
DOC_D2EF2DF9E2411D89,I don't see anything wrong in that unless you tell me that you are one of the culprits.,POSITIVE,3,0.36298418
DOC_2CB9C74A4BAB4D55,Baleikalafye. They are employing people to be stalking people on social media,NEGATIVE,6,0.6531096
DOC_4E67BACFC9415BDF,Very true cyber space platform is not for insults etc but progressive issues thanks,POSITIVE,1,0.44121918
DOC_CE208914CE3ADA45,"Even though Zambia doesn't have the technology like china to spy on it's citizens text and chat logs as of now, one day the government will have it and silence opponents or even arrest citizens for criticizing the government.",NEGATIVE,1,0.84499264
DOC_C487B2B60F6218F1,"Too bad! I told my wife, if she is not willing for me to check her WhatsApp, let the marriage end. Am not ready for infidelity in my house!",NEUTRAL,4,0.54434216
DOC_7BB6855F2E66A9ED,Did someone walk up n started smoking a new ciga,NEUTRAL,3,0.52742714
DOC_C666B02A41D1AA5D,Have some integrity and shame ...how has the law become good now that we are in power .....,NEGATIVE,2,0.86851734
DOC_8A02478EB7999284,"We depleted our national reserves for your “international connections”, 
We have been waiting",NEUTRAL,0,0.83263576
DOC_04E7D5C504DB45C9,This guy used to analyse issues very well maje kaya,NEUTRAL,0,0.86807567
DOC_B47242E5594F6D62,"Even America has got its own issues,e.g,Garcia was wrongly deported and the judge has ruled that the USA brings him back",NEUTRAL,1,0.5052344
DOC_606FE9F411917D51,Let's not get lost in the English. We know what's going on. But one day!,NEGATIVE,5,0.6421047
DOC_3379BBECE59BF844,"As you may be aware, the Cyber Crimes Bill is now an Act of Parliament which means that it is now enforceable. Kindly bear in mind of the following:

1. *Section 3*. It is an Offense to access someone’s phone or computer (5yrs imprisonment).
2. *Section 4*. It is an Offense to Modify, Delete, obstruct etc someone’s data (5yrs imprisonment)
3. *Section 5*. It is an Offence to communicate “critical information” to someone not authorised (15yrs imprisonment)
4. *Section 6*.!It is an offence to possess “critical information” (15yrs imprisonment)
5. *Section 10*. It is an offense to record private conversations even if you are part of the conversation (2yrs imprisonment)
6. *Section 19*. It is an offence to publish information which is misleading (2yrs imprisonment)
7. *Section 21*.!When you receive summons or police call outs, for Cyber Crimes its an offence to disclose that (5yrs)
8. *Section 22*. Its an offense to be rude, indecent or vulgar with intent to humiliate (2yrs imprisonment)
9. *Section 24*.!It is an act of domestic terrorism to attempt to incite ethnic divisions among the people of the Republic (Imprisonment for life)",NEUTRAL,3,0.9928542
DOC_A7FCE43935042D6B,These people never stop amazing,NEUTRAL,1,0.46268257
DOC_6D97A84153983965,Jehovah hardened heart of pharaoh so that his power be reviewed to his people,NEGATIVE,1,0.6397699
DOC_89F833A61AB8656D,Such SMS has stopped since cyber was introduced,POSITIVE,1,0.5870102
DOC_1914A7A8DFDD8392,"He will cry very soon, everything has got time",NEGATIVE,6,0.5210576
DOC_989A370CA73C7BF8,"See who is talking about cyber crimes and cyber security laws. By the way, these laws are a recognised international practice. They do not criminalise innocent acts or people. Only those with criminal minds and intents should be worried and run scared.",POSITIVE,2,0.6495584
DOC_E0F20ECD87695935,Koya buyo Musa weende kabotu.,NEUTRAL,6,0.17528394
DOC_DF81A014D54C51F1,Each country has orders and I think this bill is to bring order in the Zambia's cyber space,POSITIVE,6,0.87331575
DOC_6B40C0236DB2BB55,"And you the media don't act like you intelligent, you didn't know that the president signed it if the USA  never posted. You don't investigate, you just make noise like that Facebook guy.",NEGATIVE,2,0.5761379
DOC_8D6D48A4E966BC03,What position was he holding in the party?Or it's the usual fb politicians living in a foreign country?,NEUTRAL,5,0.7105168
DOC_AD2847990CF81E5F,"Nonsense ba Mr Simuuwe, you are a tool, screwdriver,Zambia is bigger than you,don't think you have a prevailing to madia and think you're influencia and genius?time will tell",NEGATIVE,3,0.86264294
DOC_7F4F899413819F00,You know it's a problem when you have to explain it twice. That's all I'm going to say,NEGATIVE,5,0.8315696
DOC_BE3AA19607C93F60,Also form the urgency to Sensitize and Educate people on the same Cyber security law because We have small prisons to accommodate all of us.,NEGATIVE,5,0.4390602
DOC_7A78413EFE6A7FB4,Mwema Prophets tumweneniko price ya akasaka kabunga mu December,NEUTRAL,5,0.63648176
DOC_5A1184BED26E0983,"Ba praise singers stop using feelings when commenting pliz...
Only intellectuals understand what GEORGE stands for!!",NEUTRAL,1,0.75710946
DOC_9747DB0DB0A163D4,"And this is the man who preached freedom of speech now that his the Man we can't speak freely, freedom of speech doesn't mean people speaking on or of the things you want to hear, people have different opinions good and bad, you have to let people voice out their opinions thsts FREEDOM OF SPEECH.",NEGATIVE,6,0.6231395
DOC_673B772DAEE3BD92,We want Mr Kawana (from the office of the Filer) to hold a press briefing 😂😂😂,NEUTRAL,0,0.7713424
DOC_E68BBF581EC8258E,"Thank you for sharing this important update.
At WealthWise Academy , we’re relieved to see that authorities are taking action on the JIXW case. But this incident should serve as a wake-up call to every Zambian:

Financial literacy is no longer optional—it’s your first line of defence.

Here’s what we can all learn from this:

1. If it’s not registered, it’s not safe.
JIXW was never registered with PACRA or licensed by the SEC. That alone should’ve been a red flag.

2. Cryptocurrency is not the problem—lack of knowledge is.
Crypto can be legitimate, but in the wrong hands, it becomes a tool for hiding stolen funds. Always ask how your money will be used and where it’s going.

3. Social media endorsement ≠ financial credibility.
Just because a celebrity promotes it doesn’t make it a safe investment.

4. Scams don’t just cost money—they cost trust.
Let’s rebuild that trust with education, transparency, and the right tools to make informed decisions.

To everyone affected: our hearts go out to you. If you or someone you know lost money in JIXW, we encourage you to report it and to begin the journey toward investment confidence. Start with our free guide:
“5 Questions to Ask Before You Invest” — available now at WealthWiseAcademy.org/checklist

Let’s stay vigilant, stay informed, and protect our future together.
#WealthWiseZambia #JIXWScam #FinancialLiteracyMatters #ProtectYourMoney",NEUTRAL,1,0.41806966
DOC_E3F76CAB245AE4F6,"You cry about scammers and hackers being rampant and the government puts a legal framework in place to go after them and make them accountable. Then once that is done, you start accusing government of wanting to control and spy on citizens prompting them to clarify the workings of the framework that you clearly didn’t read or understand. Despite that, you complain even more and accuse them baselessly even though these laws will apply to everyone, whether in power or down the line when they’re out of office. Can’t make this up. Some of you deserve to be scammed.",POSITIVE,1,0.36797866
DOC_F3F4F4CE837AF62A,"I'm a sympathizer of the UPND government, but if what has been said above is true, then we in Zambia are under siege by politicians. Such acts should only be done with the help of a court order. In the absence of a court order, it is a human rights abuse. If this law has been framed the way the American embassy has put it in this post, then someone in the legal fraternity should take it to the Constitution Court so that the court can weigh it against the bill of rights and determine its legality",NEGATIVE,6,0.7517454
DOC_AA9C1E8F11736ECF,"And his lying already 
Arrest him for giving false information",NEGATIVE,3,0.36939237
DOC_F3F335CEFCE76844,This law will haunt you ba upnd when you be out of power,NEGATIVE,0,0.8326995
DOC_3AA3B8BA0761E8CF,Someone to educate bene solochi about this cos they'll fall prey 😂😂,NEUTRAL,4,0.8697709
DOC_0480B0715506938B,"How different is it from ""Foreign Intelligence Surveillance Act"" in USA?",NEUTRAL,1,0.6293294
DOC_720511E56A3851B2,"That's good enough, let the crooks be aware.",POSITIVE,4,0.4073618
DOC_1EB52BAF7722FB70,Zambia ichalo chaba christiani Kakwete Sitali Levi C Kangololo Nelson Mpando,NEUTRAL,6,0.17528394
DOC_3A764921F4F9348E,"The intent may be good but our nature may not support it . Lawyers will further manipulate this law and incriminate others . Politicians will use it successfully on there enemies even after so many years . Umulandu mume tukumpulako fye . This is enough equipment for years to come . Let's look beyond our nose, we the Africans are not used to too much strictness especially with illiteracy levels being so high . Let's build  many prisons .",NEGATIVE,1,0.28747016
DOC_61602DDF4C0ECDA7,I hope the court warned both of them to stop insulting on Facebook.,POSITIVE,6,0.89542687
DOC_FE44FA61140AED52,Chapwa Scammer waya!!! Tabesha tata ☝️(scammers gone),POSITIVE,4,0.75899345
DOC_08438CD1F65C683F,Nothing wrong with this law.The problem is some of you want to commit crimes using social media,POSITIVE,2,0.9196211
DOC_D65265C47EAE3720,Thank you for this! Courts well done....no one is above the law we applaud you!👌 we will not be silent until we sweep zambia clean🙌,POSITIVE,2,0.89150035
DOC_159634723069B0BA,"Some people  create apakuliila in every government, and nibamuselela kwakaba  they do support anything with no direction",NEGATIVE,1,0.8914274
DOC_5CB1E1488B2DEF73,And i quote if elected next year end of quote,NEUTRAL,0,0.50227
DOC_43117FBEEC21BAD3,On my Mind niche nati Kaya Elias judgement day yake mu may,NEUTRAL,5,0.9066889
DOC_6BFDB535AE4E7B01,Looking for employment as Cyber Security Agency with 99 Others 😃😃😃..,NEUTRAL,0,0.6311215
DOC_1EBA75E7B383662E,It's good you know admin. Otherwise it's sad reality on the ground,NEUTRAL,4,0.328992
DOC_83BBD74B6E258160,"2026 tables will b turned, they were against it in opposition, bt why nw?",NEGATIVE,2,0.6436128
DOC_30F466AABD9D165A,Bushe ili ifunde lilempilibula chishi? Can someone explain to me I think am behind,NEUTRAL,3,0.553823
DOC_FEF9322613E8E2CC,Wello done boma ya Zambia,POSITIVE,6,0.6531292
DOC_634CA01AA1C5ABCB,The act has received a backlash from the citizens and that in itself tells you everything.,NEGATIVE,1,0.43217704
DOC_1942DF7C5300B141,Just like  some Africans who defend apartheid and colonialism,NEGATIVE,6,0.41359007
DOC_EEDA2A566E515AFC,The question then is why  did they go against It while in opposition? Not everyone is a grade 3 🚶,NEGATIVE,2,0.86860234
DOC_A7246883E7CCCFB6,"Now we are all set and protected by the system it's self.
No time westers this will help all citizens to exacise dicipline at the highest level of doing things.
Even in the foot ball there are rules that every player has to obey,
Now people will understand the difference between rights and an abuse.
This will even help to boost the economy. People will be prefer to do work that will benefit their families rather than wasting time posting nosenss on social media.
Well done Mr President  sir.",POSITIVE,6,0.39967427
DOC_2A301A1ECF4D2E24,The level of your surveillance is beyond what our laws are proposing. Stop being hypocrites.,POSITIVE,1,0.8684506
DOC_BBD97391239C7C86,This guy could insult for 10 mins continuously without repeating an insult. Job well done Authorities 😂,POSITIVE,6,0.58306974
DOC_DFBF740EADDAECB2,"Zambia we calo cabena kristu,,, awe twaliyapwila umulilo pamakasa (We've put fire on our feet (in trouble))",NEGATIVE,4,0.8347877
DOC_A3043983062CA355,Stated sanctioned mass surveillance! It will be a tool in the hands of the elite and only benefit very few of the general public,NEGATIVE,6,0.48120943
DOC_0174DBF0C6E35F73,"Go well, this is to let you know that you have left a lot more people that still believe in UPND and have been within it since inception.
As people that have suffered Cyber abuse on social media due to our believe in UPND, we are proud and happy of the Cyber Security law and Cyber Crimes Act. More for the sanity it has brought.
You are entitled to your views and opinions, go well as you will be enjoying the Cyber sanity",POSITIVE,1,0.3941079
DOC_94B14C8396F71287,"It's done in developed countries where we copy our life style from so as we borrow a life style ,let's be ready for the laws that govern the countries be borrow such from this is the same we borrowed human rights it came with walking naked ,insulting and sleeping with older people we have no choice but to take it in",POSITIVE,5,0.6922347
DOC_EBE2089FE98FB9F7,Ise vama cyber laws tilibe navo na nchito,NEUTRAL,6,0.6530814
DOC_3945DC0FABC3F2BA,"Harry Kalaba God will see us through and everyone else supporting your vision..
It's only a matter of Time 🙌",NEUTRAL,5,0.65980655
DOC_35754BF4887AF3CB,"Post office  is bouncing back in Zambia.
🤣🤣",NEUTRAL,0,0.7713332
DOC_E53739448E1C6DCE,"You can repeat as many times as possible 
Because 
You're right.",NEUTRAL,5,0.48298654
DOC_4964A62DDD288B3C,Ichufukushi teku sova. People are looking at ways to petition against this law and what if they succeed to have reversed. What will be his position? Am sure he was never given any post and wanted to leave and here is the opportunity otherwise he has resigned as a what?,NEUTRAL,0,0.95099854
DOC_F229BC1921608AD1,Why is it that EU always interferes in our governance?,NEUTRAL,1,0.7719349
DOC_69FFB6ABE551E567,Kwati pali naba Why me,NEUTRAL,2,0.5650305
DOC_2C3D98E74CF0EDEB,Awe kanshi we wives will be in and out of the prison 🤣and those aunties who like checking people's phone napakaba bane 😂😂 careful how you do ur secret investigation. I like this one for recording me then u forward it to your gossipers ninshi chapwa waya Gloria,NEUTRAL,4,0.81665534
DOC_279F4CFF6EE93AB6,Someone to send me a vn. This is too long to read,NEUTRAL,4,0.8348144
DOC_348FC3CFEFADB035,In Zambia we have so many grown up idiots everything with them is joking,NEUTRAL,5,0.6386671
DOC_80506054A5A8A58B,"In short no privacy, the only place you might have some sort of privacy telegram and WhatsApp being that they have end to end encryption.",NEGATIVE,5,0.67327
DOC_61575509E071EBA5,"Many and big names resigned before even at critical hour, the committed and dedicated UPND members remained steadfast.",NEUTRAL,0,0.48343247
DOC_E992F3676F84DAEC,I would have been comfortable to have it as a department in ZICTA to minimize costs. Doesn't make sense to set up a full agency for this,NEGATIVE,0,0.5304822
DOC_BFC1E472F0B49810,This is good atleast people will stop the nonsense of insulting others on social media platforms. We need order in this country. People can't just be coming online & just say anything anyhow and yet go scot free .,POSITIVE,6,0.8581914
DOC_9EA9B620E589C410,I am even scared to comment on a picture of cows,NEGATIVE,5,0.7698294
DOC_CDD6133DFB40F9F4,Hichilama the very things he was against with while in opposition he is now making them even harder for the Zambian people he is running a dictatorship government after the older of the One party stater of KK !!,NEGATIVE,6,0.5967426
DOC_CA704DCF35A3AE51,The reasoning is on another level 👌😏,NEUTRAL,4,0.7741651
DOC_9FF75A8E5962B62D,"Cyber Law has respected women from your cadre's insults each time they were disgruntled and from insulting opposition Leaders it is a very good Law, please if you have nothing to say keep drinking your medication to get better.",POSITIVE,6,0.944158
DOC_389C825680A5B3A0,....an Agency all under the good will of a head of state. 😏,NEGATIVE,2,0.5595177
DOC_80B5BBBE3CA98A26,"This is not looking good going to the elections,why was it not signed before something doesn't sit right with me with this 🤨",NEGATIVE,0,0.64090383
DOC_B24861FD2A7875DB,This is very serious especially as far as privacy is concerned coz it means that message s are not encrypted any more,NEGATIVE,1,0.5108684
DOC_771D8B59324BD111,Lesson learnt for all those who like insulting. Fb should be for business,POSITIVE,4,0.86969584
DOC_1799D21976360E67,"It's an Abomination and UN Zambian for any to insult, verbally abuse anyone in the name of freedom of expression. Any well meaning citizens must condemn such acts and advocate for good morals and values.",POSITIVE,6,0.7457084
DOC_FB1DB5435F9EAE23,Kwawama lelo gojasiiii in Steffan phiri's voice,POSITIVE,1,0.52570736
DOC_8D68EAF7F8B54451,"What about the cyber law assented to in 2021,was it not enough?Why moving a step further making it tough by way of spying and interception? Does South Africa or USA law enforcement also  access private info from internet/mobile service providers without warrant from courts?People are appearing in our courts in this country because cyber bullying and other related laws already exist.Mwilatwangasha.",NEGATIVE,0,0.54053277
DOC_7C48E23170B19264,Just simply everything   on one page 😏,NEUTRAL,3,0.8259323
DOC_B8416B0CFA1434DF,Apa kuicemafye capwa apa ingawatumpa ninshi waya boi,NEUTRAL,4,0.3685509
DOC_6D355217517EDA32,Hypocrisy go back to the time you were in opposition you have become very untrustworthy,NEGATIVE,2,0.8333958
DOC_42A30C64D1553807,"Job well ba ZICTA,we assured that there will be sanity on social media 👏 👏👏",POSITIVE,6,0.8732648
DOC_41618A523C861017,It's standing against what democracy stands for.,NEUTRAL,1,0.50978804
DOC_E411A208ADD164C0,He was the first one to decampaign the implementation of this law but today ciwamila galu... The man is an hypocrite,NEGATIVE,5,0.8315545
DOC_D1AAA49153C0469A,After signing the cyber security law...ninshi we were given ka free mode for comments coz abengi kuya bebele,NEUTRAL,1,0.5516677
DOC_19D3743FEFD36B57,Hope that woman has heard it though they have money 😏,NEUTRAL,4,0.4417725
DOC_69CCC125C3A818EF,"Mark I personally challenge you on this and surely disagree with you China 🇨🇳 USA 🇺🇸 South Africa 🇿🇦 both don't have such laws as ours. Think I record a conversation I have with you how does that become a crime? I repost a good story about an article in a news tabloid, how does that amount to crime? I post a crime committed by the state agency to bring it to public domain how does that become a cyber offense? You complain that Mealie Meal is expensive by making a post on social media, why should you be arrested for inciting others? I challenge you Sumuwe to an open debate. 
I rest here, for am with the UPND till to the end mind you I saw the dark days of social media abuse even the President himself made my name to be on headlines in fake media stories, should I now sue them because the laws have changed?",NEGATIVE,2,0.45713782
DOC_A2BC56E179BA37E3,Even wise one has turned rogue. Money 🤑🤑 power,NEGATIVE,4,0.6207612
DOC_61A03D72DCFC5ADF,"We gave you the votes it's your time to leave a mark,put a man in that ministry and make sure u in force the labour law like cyber law.",NEUTRAL,5,0.8258171
DOC_4B6DC37749A045D7,"WhatsApp's end-to-end encryption ensures that only you and the person you're communicating with can read or listen to what is sent, and nobody in between, not even WhatsApp. This means that governments cannot listen in on WhatsApp conversations directly. However, WhatsApp may disclose certain user data, such as basic subscriber information and account details, in response to valid government requests. UmunguluPosting.",NEUTRAL,3,0.6189619
DOC_6F22BCA81B59A342,Some people are irritating! What was wrong then cannot be right now!,NEGATIVE,5,0.831483
DOC_D5E615CBF0DDEB56,Let's all speak on election day that's all let people do all gymnastics they want,NEGATIVE,0,0.47649577
DOC_67482E61A6EE40BB,God forbid in Jesus Name.,NEUTRAL,5,0.83159655
DOC_0223E17C7CAB543A,Kanshi Cyber law is true I thought it was just political statement mmmmm I will be suing people who have insulted me,POSITIVE,6,0.7561009
DOC_6FAC07EFB8008F69,"Others are employed by these network companies,  I was",NEUTRAL,1,0.56657845
DOC_902C1E306B85FF9C,First of let's all start using Telegram.,NEGATIVE,1,0.8331302
DOC_167BCFED3551438E,"Goodbye freedom of expression, goodbye Privacy",NEGATIVE,6,0.8393319
DOC_BC1FB3D54D7C4DA6,Tuma view once will be monitored as well?,NEUTRAL,0,0.5643123
DOC_D18E299612B593E9,Ndipo kuzankala ma cheating the way I know some people,NEUTRAL,2,0.8333138
DOC_1A598C905A0FAEE6,"This is what it should be, not only interested in praise singers even if you see things don't go well. I salute you for your brilliant ideas.",NEUTRAL,1,0.5801545
DOC_0B2B0A0445C37D67,It has come at a right coz Zambia was at brink of civil strife,POSITIVE,1,0.5879117
DOC_FA4E5699EEAE7507,Believe some of these guys at your own risk 😂😂😂,NEGATIVE,1,0.56462836
DOC_2F6BBBC21E9440BF,"Next week it will be quiet everyone would have accepted and behaving appropriately 🤣🤣🤣🤣 chalo ichi. This reminds me of Programming course Lecturer wen he says something and the class murmurs, he will be like even if you murmur it won't change anything 😂😂😂😂😂.",NEUTRAL,5,0.6617128
DOC_58718F2D6A066D6B,"If stand for the masses and you see that what was being Forster is twined from reprenting the masses it is a rightful and principle to resign I always give example of the late levy mwanawasa he reigned as vice president....how many in this era....how many when you have everything and second in command...how many""..
.",NEUTRAL,5,0.7597481
DOC_61969FFD30D16744,"Really wanted to comment.
Nomba lawyer we dont have😂",NEGATIVE,4,0.44304204
DOC_E13B76D88152E6A7,"Most Zambians have not read the cyber security law, we have relied on hearsays.",NEUTRAL,1,0.6397257
DOC_90D977174930A060,"2010 and 2012 IDs, umukulu nomungulu",NEUTRAL,6,0.17528394
DOC_DDB990FC765E5B5B,Today!! This is when ZNBC. A whole government propaganda machine  is addressing a law that was signed on the 8th of April... You people need to be serious.,NEUTRAL,6,0.7976116
DOC_E5E9D051E4FB9D9A,So imwe bantu. Even if someone insults me and I record them it's a crime? Even if I have not posted the video but I am the only one who has it? Someone to educate me.,NEGATIVE,4,0.7744822
DOC_3FA291E335FBF022,"We are a sovereign state, I feel thie current Ambassador is more political inclined in our country. He should be swapped.",NEUTRAL,2,0.54824626
DOC_7925AB445614B213,Waking up to this great news ☺️,POSITIVE,4,0.77423245
DOC_C13141EF3B856236,"Serves him right,he ws too much this young man",POSITIVE,6,0.3620524
DOC_791890B8A1029AAB,Atleast better than ma years Mwe 🙌I hope this il save as an example to other shosho media bullies 🙄,POSITIVE,4,0.560914
DOC_CDF56BE09466B788,Salome B Borchers This is what i meant.,NEUTRAL,1,0.63983345
DOC_7379FD224F9FC7B1,But remember the same laws gonna hunt you and you will be our next crying baby,NEGATIVE,0,0.64393467
DOC_0E769D8293E83544,"Naomi Innosencia Phiri ,Naomi Prosper Phiri ,Ruth Mercy Phiri and Medina Phiri kuno let read together",NEUTRAL,1,0.9194412
DOC_A8A34FB7A788C547,He has just signed what will work against him going forward 👏,NEGATIVE,1,0.86838436
DOC_8539F94C90BFD19F,"If they pass this, he Becomes untouchable.
Approving this is a Terrible fucking mistake, it looks like he's doing it for security of ya'll but it's really security and a shell himself. 🤦‍♂️",NEGATIVE,1,0.47543067
DOC_3D1646D1F6DF2BB9,"I'm not UPND cadre but i strongly support many developmental projects President HH has done to the Zambian people. Massive civil servants employment, free education, minimum political violence during By-election just to mention a few. I'm not picking about the negativity coz I'm not an opponent of the new dawn regime. I give a credit where it's due.",NEUTRAL,6,0.39366043
DOC_A06B36B75CD58E5C,Life imprisonment using my own bundles and phone ... wives stop touching your husbands computers and phones ...,NEGATIVE,3,0.9446973
DOC_BEAC822F4855A955,You insult someone on social media you are jailed. Those with insulting mouths 👄 the best is to exit social media 😆 🤣,NEUTRAL,6,0.56801033
DOC_00198B01AF8BF673,I told you people this guy alliance was for Upnd not zambias welfare way back when in opposition doing oxygen of democracy! U thought u was sensible wait he gets back to opposition!,NEGATIVE,6,0.4900529
DOC_C94C5196597A33A0,"They don'twant this law, so that they continue spreading why me s insults",POSITIVE,2,0.54506934
DOC_CCBF6E9760A83330,"We'll just be physically meeting muma apartments,, We survived corona virus 🦠 we can avoid phones lol 😆",NEGATIVE,3,0.3747739
DOC_96AB33DC7A3A5D98,US citizens who are criminals...?  Eeeh! Sounds different from what I read on  the communique. 😂😂😂,NEUTRAL,1,0.36533293
DOC_8BB5916CEF1D2616,How many satellites does Zambia have in space to enhance our security or we rely on other people's infrastructure for communication and conveyancing of critical information,NEUTRAL,2,0.7341777
DOC_D285240F2A1BAB2A,6 months and 70 pin is even doing him a huge favour,POSITIVE,5,0.83155507
DOC_E31E0595921F69CD,"Americans are the most manipulative and lack surveillance consent to it's citizens, see what they did to trump.",NEUTRAL,3,0.38547915
DOC_5C9191D56379B104,Since we where not engaged has citizens maybe it's only applicable to parliamentarians 🤔🤔,NEGATIVE,2,0.51232034
DOC_6B2BDC77A2FFF5F3,When did these scammers start scamming us Kashi? From 2021 even before we had scammers you people. Let's be serious,NEGATIVE,1,0.86842614
DOC_5BB79F03204E9705,God has answered My Prayers....,POSITIVE,5,0.63647556
DOC_41399071DBBC8CDC,"Everything in Zambia has become so fucking poor,  imagine ku Napsa when you want to get money for the lates you need to a layer or to go to court now my question is what are fucking court doing in people's money for Napsa aii",NEGATIVE,4,0.5769452
DOC_FCB25BA2621620CB,"ATI olo asoba no tracing,just report to the police.",NEUTRAL,1,0.69560456
DOC_FF76A0A28BCF2D5E,Welcome to PF since everyone who's not in support of the government's mistakes is PF,NEUTRAL,5,0.7158284
DOC_347D4C5C81587620,"The Cybersecurity Act of 2025: A Potential Setback?

There is significant concern that the Cybersecurity Act of 2025 has neglected several vital elements. Failure to address these oversights could severely damage the industry it aims to safeguard. We are at a critical juncture: without prompt and meticulous revisions, this Act could weaken the rapidly growing cybersecurity field and diminish the trust that stakeholders have in their service providers.

For example, most organizations have already made substantial investments in creating thorough and resilient data protection policies. Introducing an Act that clashes with or, even worse, infringes upon these existing measures would be more than just disruptive; it would generate numerous legal and practical difficulties.

Upon closer inspection, the current Cybersecurity Act presents a worrisome possibility of disrupting established business practices. Picture the widespread anxiety and skepticism that would spread throughout the market as individuals and organizations begin to doubt the dependability of their current service providers. Is this the future we desire? A future characterized by uncertainty and instability? We strongly recommend a rapid and comprehensive reevaluation of the Cybersecurity Act of 2025 to guarantee that it encourages development and confidence, instead of hindering innovation and fostering doubt.",NEGATIVE,1,0.98749185
DOC_C5993CDACD17D21D,Ukusamwa pa public kubi mwe 🤔. He really went out of order and this is the correction he needed.,POSITIVE,4,0.5067978
DOC_3268000035ABE34B,"Some people are misusing ‘too much freedom’ to cause divisions in Zambia, unfortunately. There should be limits to what people can say sometimes. Words can have consequences.",POSITIVE,5,0.5305167
DOC_5E7E7DD838D07E30,Security very important maybe sicammers and insulting leadership may reduce,POSITIVE,2,0.71273154
